nohup: ignoring input
2025-07-17 08:39:08,113		[33;36mINFO[0m	viam.rpc.dial (dial.py:336)	Connecting to socket: /tmp/proxy-EcjVjTCA.sock	
Resources:
[<viam.proto.common.ResourceName rdk:component:board/local at 0x7fb4b44d60>, <viam.proto.common.ResourceName rdk:component:sensor/sensor at 0x7fb4d7e020>, <viam.proto.common.ResourceName rdk:service:motion/builtin at 0x7fb34ac310>]
15:16 - waiting before we test for moisture again, current moisture: 226.0, DRY: 600
15:17 - waiting before we test for moisture again, current moisture: 227.0, DRY: 600
15:18 - waiting before we test for moisture again, current moisture: 227.0, DRY: 600
15:19 - waiting before we test for moisture again, current moisture: 226.0, DRY: 600
15:20 - waiting before we test for moisture again, current moisture: 228.0, DRY: 600
15:21 - waiting before we test for moisture again, current moisture: 227.0, DRY: 600
15:22 - waiting before we test for moisture again, current moisture: 227.0, DRY: 600
15:23 - waiting before we test for moisture again, current moisture: 225.0, DRY: 600
15:24 - waiting before we test for moisture again, current moisture: 226.0, DRY: 600
15:25 - waiting before we test for moisture again, current moisture: 227.0, DRY: 600
15:26 - waiting before we test for moisture again, current moisture: 225.0, DRY: 600
15:27 - waiting before we test for moisture again, current moisture: 228.0, DRY: 600
15:28 - waiting before we test for moisture again, current moisture: 226.0, DRY: 600
15:29 - waiting before we test for moisture again, current moisture: 226.0, DRY: 600
15:30 - waiting before we test for moisture again, current moisture: 227.0, DRY: 600
15:31 - waiting before we test for moisture again, current moisture: 227.0, DRY: 600
15:32 - waiting before we test for moisture again, current moisture: 227.0, DRY: 600
15:33 - waiting before we test for moisture again, current moisture: 226.0, DRY: 600
15:34 - waiting before we test for moisture again, current moisture: 225.0, DRY: 600
15:35 - waiting before we test for moisture again, current moisture: 225.0, DRY: 600
15:36 - waiting before we test for moisture again, current moisture: 227.0, DRY: 600
15:37 - waiting before we test for moisture again, current moisture: 228.0, DRY: 600
15:38 - waiting before we test for moisture again, current moisture: 226.0, DRY: 600
15:39 - waiting before we test for moisture again, current moisture: 231.0, DRY: 600
15:40 - waiting before we test for moisture again, current moisture: 226.0, DRY: 600
15:41 - waiting before we test for moisture again, current moisture: 229.0, DRY: 600
15:42 - waiting before we test for moisture again, current moisture: 227.0, DRY: 600
15:43 - waiting before we test for moisture again, current moisture: 228.0, DRY: 600
15:44 - waiting before we test for moisture again, current moisture: 225.0, DRY: 600
15:45 - waiting before we test for moisture again, current moisture: 227.0, DRY: 600
15:46 - waiting before we test for moisture again, current moisture: 227.0, DRY: 600
15:47 - waiting before we test for moisture again, current moisture: 227.0, DRY: 600
15:48 - waiting before we test for moisture again, current moisture: 226.0, DRY: 600
15:49 - waiting before we test for moisture again, current moisture: 228.0, DRY: 600
15:50 - waiting before we test for moisture again, current moisture: 225.0, DRY: 600
15:51 - waiting before we test for moisture again, current moisture: 227.0, DRY: 600
15:52 - waiting before we test for moisture again, current moisture: 230.0, DRY: 600
15:53 - waiting before we test for moisture again, current moisture: 229.0, DRY: 600
15:54 - waiting before we test for moisture again, current moisture: 227.0, DRY: 600
15:55 - waiting before we test for moisture again, current moisture: 227.0, DRY: 600
15:56 - waiting before we test for moisture again, current moisture: 227.0, DRY: 600
15:57 - waiting before we test for moisture again, current moisture: 230.0, DRY: 600
15:58 - waiting before we test for moisture again, current moisture: 229.0, DRY: 600
15:59 - waiting before we test for moisture again, current moisture: 228.0, DRY: 600
16:00 - waiting before we test for moisture again, current moisture: 228.0, DRY: 600
16:01 - waiting before we test for moisture again, current moisture: 227.0, DRY: 600
16:02 - waiting before we test for moisture again, current moisture: 228.0, DRY: 600
16:03 - waiting before we test for moisture again, current moisture: 227.0, DRY: 600
16:04 - waiting before we test for moisture again, current moisture: 226.0, DRY: 600
16:05 - waiting before we test for moisture again, current moisture: 227.0, DRY: 600
16:06 - waiting before we test for moisture again, current moisture: 228.0, DRY: 600
16:07 - waiting before we test for moisture again, current moisture: 228.0, DRY: 600
16:08 - waiting before we test for moisture again, current moisture: 229.0, DRY: 600
16:09 - waiting before we test for moisture again, current moisture: 228.0, DRY: 600
16:10 - waiting before we test for moisture again, current moisture: 228.0, DRY: 600
16:11 - waiting before we test for moisture again, current moisture: 228.0, DRY: 600
16:12 - waiting before we test for moisture again, current moisture: 228.0, DRY: 600
16:13 - waiting before we test for moisture again, current moisture: 227.0, DRY: 600
16:14 - waiting before we test for moisture again, current moisture: 227.0, DRY: 600
16:15 - waiting before we test for moisture again, current moisture: 226.0, DRY: 600
16:16 - waiting before we test for moisture again, current moisture: 228.0, DRY: 600
16:17 - waiting before we test for moisture again, current moisture: 228.0, DRY: 600
16:18 - waiting before we test for moisture again, current moisture: 230.0, DRY: 600
16:19 - waiting before we test for moisture again, current moisture: 227.0, DRY: 600
16:20 - waiting before we test for moisture again, current moisture: 227.0, DRY: 600
16:21 - waiting before we test for moisture again, current moisture: 227.0, DRY: 600
16:22 - waiting before we test for moisture again, current moisture: 227.0, DRY: 600
16:23 - waiting before we test for moisture again, current moisture: 228.0, DRY: 600
16:24 - waiting before we test for moisture again, current moisture: 227.0, DRY: 600
16:25 - waiting before we test for moisture again, current moisture: 229.0, DRY: 600
16:26 - waiting before we test for moisture again, current moisture: 226.0, DRY: 600
16:27 - waiting before we test for moisture again, current moisture: 227.0, DRY: 600
16:28 - waiting before we test for moisture again, current moisture: 225.0, DRY: 600
16:29 - waiting before we test for moisture again, current moisture: 228.0, DRY: 600
16:30 - waiting before we test for moisture again, current moisture: 227.0, DRY: 600
16:31 - waiting before we test for moisture again, current moisture: 228.0, DRY: 600
16:32 - waiting before we test for moisture again, current moisture: 230.0, DRY: 600
16:33 - waiting before we test for moisture again, current moisture: 227.0, DRY: 600
16:34 - waiting before we test for moisture again, current moisture: 228.0, DRY: 600
16:35 - waiting before we test for moisture again, current moisture: 228.0, DRY: 600
16:36 - waiting before we test for moisture again, current moisture: 226.0, DRY: 600
16:37 - waiting before we test for moisture again, current moisture: 227.0, DRY: 600
16:38 - waiting before we test for moisture again, current moisture: 229.0, DRY: 600
16:39 - waiting before we test for moisture again, current moisture: 227.0, DRY: 600
16:40 - waiting before we test for moisture again, current moisture: 227.0, DRY: 600
16:41 - waiting before we test for moisture again, current moisture: 228.0, DRY: 600
16:42 - waiting before we test for moisture again, current moisture: 227.0, DRY: 600
16:43 - waiting before we test for moisture again, current moisture: 228.0, DRY: 600
16:44 - waiting before we test for moisture again, current moisture: 228.0, DRY: 600
16:45 - waiting before we test for moisture again, current moisture: 227.0, DRY: 600
16:46 - waiting before we test for moisture again, current moisture: 227.0, DRY: 600
16:47 - waiting before we test for moisture again, current moisture: 228.0, DRY: 600
16:48 - waiting before we test for moisture again, current moisture: 227.0, DRY: 600
16:49 - waiting before we test for moisture again, current moisture: 229.0, DRY: 600
16:50 - waiting before we test for moisture again, current moisture: 228.0, DRY: 600
16:51 - waiting before we test for moisture again, current moisture: 226.0, DRY: 600
16:52 - waiting before we test for moisture again, current moisture: 230.0, DRY: 600
16:53 - waiting before we test for moisture again, current moisture: 228.0, DRY: 600
16:54 - waiting before we test for moisture again, current moisture: 232.0, DRY: 600
16:55 - waiting before we test for moisture again, current moisture: 227.0, DRY: 600
16:56 - waiting before we test for moisture again, current moisture: 228.0, DRY: 600
16:57 - waiting before we test for moisture again, current moisture: 231.0, DRY: 600
16:58 - waiting before we test for moisture again, current moisture: 228.0, DRY: 600
16:59 - waiting before we test for moisture again, current moisture: 229.0, DRY: 600
17:00 - waiting before we test for moisture again, current moisture: 228.0, DRY: 600
17:01 - waiting before we test for moisture again, current moisture: 226.0, DRY: 600
17:02 - waiting before we test for moisture again, current moisture: 229.0, DRY: 600
17:03 - waiting before we test for moisture again, current moisture: 229.0, DRY: 600
17:04 - waiting before we test for moisture again, current moisture: 232.0, DRY: 600
17:05 - waiting before we test for moisture again, current moisture: 229.0, DRY: 600
17:06 - waiting before we test for moisture again, current moisture: 228.0, DRY: 600
17:07 - waiting before we test for moisture again, current moisture: 230.0, DRY: 600
17:08 - waiting before we test for moisture again, current moisture: 228.0, DRY: 600
17:09 - waiting before we test for moisture again, current moisture: 231.0, DRY: 600
17:10 - waiting before we test for moisture again, current moisture: 228.0, DRY: 600
17:11 - waiting before we test for moisture again, current moisture: 229.0, DRY: 600
17:12 - waiting before we test for moisture again, current moisture: 229.0, DRY: 600
17:13 - waiting before we test for moisture again, current moisture: 227.0, DRY: 600
17:14 - waiting before we test for moisture again, current moisture: 229.0, DRY: 600
17:15 - waiting before we test for moisture again, current moisture: 227.0, DRY: 600
17:16 - waiting before we test for moisture again, current moisture: 229.0, DRY: 600
17:17 - waiting before we test for moisture again, current moisture: 229.0, DRY: 600
17:18 - waiting before we test for moisture again, current moisture: 230.0, DRY: 600
17:19 - waiting before we test for moisture again, current moisture: 232.0, DRY: 600
17:20 - waiting before we test for moisture again, current moisture: 230.0, DRY: 600
17:21 - waiting before we test for moisture again, current moisture: 231.0, DRY: 600
17:22 - waiting before we test for moisture again, current moisture: 228.0, DRY: 600
17:23 - waiting before we test for moisture again, current moisture: 229.0, DRY: 600
17:24 - waiting before we test for moisture again, current moisture: 229.0, DRY: 600
17:25 - waiting before we test for moisture again, current moisture: 230.0, DRY: 600
17:26 - waiting before we test for moisture again, current moisture: 229.0, DRY: 600
17:27 - waiting before we test for moisture again, current moisture: 228.0, DRY: 600
17:28 - waiting before we test for moisture again, current moisture: 228.0, DRY: 600
17:29 - waiting before we test for moisture again, current moisture: 229.0, DRY: 600
17:30 - waiting before we test for moisture again, current moisture: 230.0, DRY: 600
17:31 - waiting before we test for moisture again, current moisture: 229.0, DRY: 600
17:32 - waiting before we test for moisture again, current moisture: 229.0, DRY: 600
17:33 - waiting before we test for moisture again, current moisture: 228.0, DRY: 600
17:34 - waiting before we test for moisture again, current moisture: 230.0, DRY: 600
17:35 - waiting before we test for moisture again, current moisture: 230.0, DRY: 600
17:36 - waiting before we test for moisture again, current moisture: 230.0, DRY: 600
17:37 - waiting before we test for moisture again, current moisture: 230.0, DRY: 600
17:38 - waiting before we test for moisture again, current moisture: 229.0, DRY: 600
17:39 - waiting before we test for moisture again, current moisture: 231.0, DRY: 600
17:40 - waiting before we test for moisture again, current moisture: 230.0, DRY: 600
17:41 - waiting before we test for moisture again, current moisture: 229.0, DRY: 600
17:42 - waiting before we test for moisture again, current moisture: 230.0, DRY: 600
17:43 - waiting before we test for moisture again, current moisture: 231.0, DRY: 600
17:44 - waiting before we test for moisture again, current moisture: 229.0, DRY: 600
17:45 - waiting before we test for moisture again, current moisture: 233.0, DRY: 600
17:46 - waiting before we test for moisture again, current moisture: 232.0, DRY: 600
17:47 - waiting before we test for moisture again, current moisture: 229.0, DRY: 600
17:48 - waiting before we test for moisture again, current moisture: 231.0, DRY: 600
17:49 - waiting before we test for moisture again, current moisture: 229.0, DRY: 600
17:50 - waiting before we test for moisture again, current moisture: 230.0, DRY: 600
17:51 - waiting before we test for moisture again, current moisture: 230.0, DRY: 600
17:52 - waiting before we test for moisture again, current moisture: 229.0, DRY: 600
17:53 - waiting before we test for moisture again, current moisture: 231.0, DRY: 600
17:54 - waiting before we test for moisture again, current moisture: 231.0, DRY: 600
17:55 - waiting before we test for moisture again, current moisture: 230.0, DRY: 600
17:56 - waiting before we test for moisture again, current moisture: 232.0, DRY: 600
17:57 - waiting before we test for moisture again, current moisture: 231.0, DRY: 600
17:58 - waiting before we test for moisture again, current moisture: 230.0, DRY: 600
17:59 - waiting before we test for moisture again, current moisture: 231.0, DRY: 600
18:00 - waiting before we test for moisture again, current moisture: 229.0, DRY: 600
18:01 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
18:02 - waiting before we test for moisture again, current moisture: 233.0, DRY: 600
18:03 - waiting before we test for moisture again, current moisture: 230.0, DRY: 600
18:04 - waiting before we test for moisture again, current moisture: 233.0, DRY: 600
18:05 - waiting before we test for moisture again, current moisture: 233.0, DRY: 600
18:06 - waiting before we test for moisture again, current moisture: 232.0, DRY: 600
18:07 - waiting before we test for moisture again, current moisture: 231.0, DRY: 600
18:08 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
18:09 - waiting before we test for moisture again, current moisture: 230.0, DRY: 600
18:10 - waiting before we test for moisture again, current moisture: 232.0, DRY: 600
18:11 - waiting before we test for moisture again, current moisture: 229.0, DRY: 600
18:12 - waiting before we test for moisture again, current moisture: 232.0, DRY: 600
18:13 - waiting before we test for moisture again, current moisture: 231.0, DRY: 600
18:14 - waiting before we test for moisture again, current moisture: 231.0, DRY: 600
18:15 - waiting before we test for moisture again, current moisture: 231.0, DRY: 600
18:16 - waiting before we test for moisture again, current moisture: 229.0, DRY: 600
18:17 - waiting before we test for moisture again, current moisture: 233.0, DRY: 600
18:18 - waiting before we test for moisture again, current moisture: 231.0, DRY: 600
18:19 - waiting before we test for moisture again, current moisture: 230.0, DRY: 600
18:20 - waiting before we test for moisture again, current moisture: 229.0, DRY: 600
18:21 - waiting before we test for moisture again, current moisture: 231.0, DRY: 600
18:22 - waiting before we test for moisture again, current moisture: 231.0, DRY: 600
18:23 - waiting before we test for moisture again, current moisture: 231.0, DRY: 600
18:24 - waiting before we test for moisture again, current moisture: 233.0, DRY: 600
18:25 - waiting before we test for moisture again, current moisture: 229.0, DRY: 600
18:26 - waiting before we test for moisture again, current moisture: 231.0, DRY: 600
18:27 - waiting before we test for moisture again, current moisture: 230.0, DRY: 600
18:28 - waiting before we test for moisture again, current moisture: 232.0, DRY: 600
18:29 - waiting before we test for moisture again, current moisture: 231.0, DRY: 600
18:30 - waiting before we test for moisture again, current moisture: 233.0, DRY: 600
18:31 - waiting before we test for moisture again, current moisture: 230.0, DRY: 600
18:32 - waiting before we test for moisture again, current moisture: 232.0, DRY: 600
18:33 - waiting before we test for moisture again, current moisture: 231.0, DRY: 600
18:34 - waiting before we test for moisture again, current moisture: 235.0, DRY: 600
18:35 - waiting before we test for moisture again, current moisture: 231.0, DRY: 600
18:36 - waiting before we test for moisture again, current moisture: 231.0, DRY: 600
18:37 - waiting before we test for moisture again, current moisture: 231.0, DRY: 600
18:38 - waiting before we test for moisture again, current moisture: 232.0, DRY: 600
18:39 - waiting before we test for moisture again, current moisture: 231.0, DRY: 600
18:40 - waiting before we test for moisture again, current moisture: 231.0, DRY: 600
18:41 - waiting before we test for moisture again, current moisture: 229.0, DRY: 600
18:42 - waiting before we test for moisture again, current moisture: 232.0, DRY: 600
18:43 - waiting before we test for moisture again, current moisture: 233.0, DRY: 600
18:44 - waiting before we test for moisture again, current moisture: 229.0, DRY: 600
18:45 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
18:46 - waiting before we test for moisture again, current moisture: 232.0, DRY: 600
18:47 - waiting before we test for moisture again, current moisture: 231.0, DRY: 600
18:48 - waiting before we test for moisture again, current moisture: 229.0, DRY: 600
18:49 - waiting before we test for moisture again, current moisture: 232.0, DRY: 600
18:50 - waiting before we test for moisture again, current moisture: 231.0, DRY: 600
18:51 - waiting before we test for moisture again, current moisture: 232.0, DRY: 600
18:52 - waiting before we test for moisture again, current moisture: 232.0, DRY: 600
18:53 - waiting before we test for moisture again, current moisture: 232.0, DRY: 600
18:54 - waiting before we test for moisture again, current moisture: 235.0, DRY: 600
18:55 - waiting before we test for moisture again, current moisture: 235.0, DRY: 600
18:56 - waiting before we test for moisture again, current moisture: 233.0, DRY: 600
18:57 - waiting before we test for moisture again, current moisture: 230.0, DRY: 600
18:58 - waiting before we test for moisture again, current moisture: 235.0, DRY: 600
18:59 - waiting before we test for moisture again, current moisture: 232.0, DRY: 600
19:00 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
19:01 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
19:02 - waiting before we test for moisture again, current moisture: 230.0, DRY: 600
19:03 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
19:04 - waiting before we test for moisture again, current moisture: 231.0, DRY: 600
19:05 - waiting before we test for moisture again, current moisture: 231.0, DRY: 600
19:06 - waiting before we test for moisture again, current moisture: 231.0, DRY: 600
19:07 - waiting before we test for moisture again, current moisture: 231.0, DRY: 600
19:08 - waiting before we test for moisture again, current moisture: 233.0, DRY: 600
19:09 - waiting before we test for moisture again, current moisture: 231.0, DRY: 600
19:10 - waiting before we test for moisture again, current moisture: 230.0, DRY: 600
19:11 - waiting before we test for moisture again, current moisture: 231.0, DRY: 600
19:12 - waiting before we test for moisture again, current moisture: 232.0, DRY: 600
19:13 - waiting before we test for moisture again, current moisture: 231.0, DRY: 600
19:14 - waiting before we test for moisture again, current moisture: 231.0, DRY: 600
19:15 - waiting before we test for moisture again, current moisture: 231.0, DRY: 600
19:16 - waiting before we test for moisture again, current moisture: 231.0, DRY: 600
19:17 - waiting before we test for moisture again, current moisture: 230.0, DRY: 600
19:18 - waiting before we test for moisture again, current moisture: 232.0, DRY: 600
19:19 - waiting before we test for moisture again, current moisture: 230.0, DRY: 600
19:20 - waiting before we test for moisture again, current moisture: 231.0, DRY: 600
19:21 - waiting before we test for moisture again, current moisture: 232.0, DRY: 600
19:22 - waiting before we test for moisture again, current moisture: 231.0, DRY: 600
19:23 - waiting before we test for moisture again, current moisture: 231.0, DRY: 600
19:24 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
19:25 - waiting before we test for moisture again, current moisture: 231.0, DRY: 600
19:26 - waiting before we test for moisture again, current moisture: 231.0, DRY: 600
19:27 - waiting before we test for moisture again, current moisture: 231.0, DRY: 600
19:28 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
19:29 - waiting before we test for moisture again, current moisture: 231.0, DRY: 600
19:30 - waiting before we test for moisture again, current moisture: 232.0, DRY: 600
19:31 - waiting before we test for moisture again, current moisture: 231.0, DRY: 600
19:32 - waiting before we test for moisture again, current moisture: 232.0, DRY: 600
19:33 - waiting before we test for moisture again, current moisture: 230.0, DRY: 600
19:34 - waiting before we test for moisture again, current moisture: 231.0, DRY: 600
19:35 - waiting before we test for moisture again, current moisture: 231.0, DRY: 600
19:36 - waiting before we test for moisture again, current moisture: 231.0, DRY: 600
19:37 - waiting before we test for moisture again, current moisture: 232.0, DRY: 600
19:38 - waiting before we test for moisture again, current moisture: 231.0, DRY: 600
19:39 - waiting before we test for moisture again, current moisture: 232.0, DRY: 600
19:40 - waiting before we test for moisture again, current moisture: 232.0, DRY: 600
19:41 - waiting before we test for moisture again, current moisture: 231.0, DRY: 600
19:42 - waiting before we test for moisture again, current moisture: 230.0, DRY: 600
19:43 - waiting before we test for moisture again, current moisture: 235.0, DRY: 600
19:44 - waiting before we test for moisture again, current moisture: 230.0, DRY: 600
19:45 - waiting before we test for moisture again, current moisture: 230.0, DRY: 600
19:46 - waiting before we test for moisture again, current moisture: 231.0, DRY: 600
19:47 - waiting before we test for moisture again, current moisture: 232.0, DRY: 600
19:48 - waiting before we test for moisture again, current moisture: 230.0, DRY: 600
19:49 - waiting before we test for moisture again, current moisture: 232.0, DRY: 600
19:50 - waiting before we test for moisture again, current moisture: 232.0, DRY: 600
19:51 - waiting before we test for moisture again, current moisture: 230.0, DRY: 600
19:52 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
19:53 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
19:54 - waiting before we test for moisture again, current moisture: 230.0, DRY: 600
19:55 - waiting before we test for moisture again, current moisture: 232.0, DRY: 600
19:56 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
19:57 - waiting before we test for moisture again, current moisture: 231.0, DRY: 600
19:58 - waiting before we test for moisture again, current moisture: 231.0, DRY: 600
19:59 - waiting before we test for moisture again, current moisture: 232.0, DRY: 600
20:00 - waiting before we test for moisture again, current moisture: 232.0, DRY: 600
20:01 - waiting before we test for moisture again, current moisture: 232.0, DRY: 600
20:02 - waiting before we test for moisture again, current moisture: 231.0, DRY: 600
20:03 - waiting before we test for moisture again, current moisture: 232.0, DRY: 600
20:04 - waiting before we test for moisture again, current moisture: 232.0, DRY: 600
20:05 - waiting before we test for moisture again, current moisture: 230.0, DRY: 600
20:06 - waiting before we test for moisture again, current moisture: 232.0, DRY: 600
20:07 - waiting before we test for moisture again, current moisture: 231.0, DRY: 600
20:08 - waiting before we test for moisture again, current moisture: 231.0, DRY: 600
20:09 - waiting before we test for moisture again, current moisture: 231.0, DRY: 600
20:10 - waiting before we test for moisture again, current moisture: 232.0, DRY: 600
20:11 - waiting before we test for moisture again, current moisture: 232.0, DRY: 600
20:12 - waiting before we test for moisture again, current moisture: 231.0, DRY: 600
20:13 - waiting before we test for moisture again, current moisture: 231.0, DRY: 600
20:14 - waiting before we test for moisture again, current moisture: 232.0, DRY: 600
20:15 - waiting before we test for moisture again, current moisture: 230.0, DRY: 600
20:16 - waiting before we test for moisture again, current moisture: 232.0, DRY: 600
20:17 - waiting before we test for moisture again, current moisture: 233.0, DRY: 600
20:18 - waiting before we test for moisture again, current moisture: 232.0, DRY: 600
20:19 - waiting before we test for moisture again, current moisture: 231.0, DRY: 600
20:20 - waiting before we test for moisture again, current moisture: 231.0, DRY: 600
20:21 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
20:22 - waiting before we test for moisture again, current moisture: 232.0, DRY: 600
20:23 - waiting before we test for moisture again, current moisture: 231.0, DRY: 600
20:24 - waiting before we test for moisture again, current moisture: 232.0, DRY: 600
20:25 - waiting before we test for moisture again, current moisture: 233.0, DRY: 600
20:26 - waiting before we test for moisture again, current moisture: 231.0, DRY: 600
20:27 - waiting before we test for moisture again, current moisture: 231.0, DRY: 600
20:28 - waiting before we test for moisture again, current moisture: 235.0, DRY: 600
20:29 - waiting before we test for moisture again, current moisture: 230.0, DRY: 600
20:30 - waiting before we test for moisture again, current moisture: 232.0, DRY: 600
20:31 - waiting before we test for moisture again, current moisture: 231.0, DRY: 600
20:32 - waiting before we test for moisture again, current moisture: 235.0, DRY: 600
20:33 - waiting before we test for moisture again, current moisture: 232.0, DRY: 600
20:34 - waiting before we test for moisture again, current moisture: 231.0, DRY: 600
20:35 - waiting before we test for moisture again, current moisture: 232.0, DRY: 600
20:36 - waiting before we test for moisture again, current moisture: 233.0, DRY: 600
20:37 - waiting before we test for moisture again, current moisture: 232.0, DRY: 600
20:38 - waiting before we test for moisture again, current moisture: 230.0, DRY: 600
20:39 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
20:40 - waiting before we test for moisture again, current moisture: 230.0, DRY: 600
20:41 - waiting before we test for moisture again, current moisture: 232.0, DRY: 600
20:42 - waiting before we test for moisture again, current moisture: 232.0, DRY: 600
20:43 - waiting before we test for moisture again, current moisture: 231.0, DRY: 600
20:44 - waiting before we test for moisture again, current moisture: 230.0, DRY: 600
20:45 - waiting before we test for moisture again, current moisture: 233.0, DRY: 600
20:46 - waiting before we test for moisture again, current moisture: 231.0, DRY: 600
20:47 - waiting before we test for moisture again, current moisture: 231.0, DRY: 600
20:48 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
20:49 - waiting before we test for moisture again, current moisture: 237.0, DRY: 600
20:50 - waiting before we test for moisture again, current moisture: 233.0, DRY: 600
20:51 - waiting before we test for moisture again, current moisture: 230.0, DRY: 600
20:52 - waiting before we test for moisture again, current moisture: 232.0, DRY: 600
20:53 - waiting before we test for moisture again, current moisture: 235.0, DRY: 600
20:54 - waiting before we test for moisture again, current moisture: 232.0, DRY: 600
20:55 - waiting before we test for moisture again, current moisture: 232.0, DRY: 600
20:56 - waiting before we test for moisture again, current moisture: 231.0, DRY: 600
20:57 - waiting before we test for moisture again, current moisture: 231.0, DRY: 600
20:58 - waiting before we test for moisture again, current moisture: 232.0, DRY: 600
20:59 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
21:00 - waiting before we test for moisture again, current moisture: 231.0, DRY: 600
21:01 - waiting before we test for moisture again, current moisture: 232.0, DRY: 600
21:02 - waiting before we test for moisture again, current moisture: 231.0, DRY: 600
21:03 - waiting before we test for moisture again, current moisture: 233.0, DRY: 600
21:04 - waiting before we test for moisture again, current moisture: 235.0, DRY: 600
21:05 - waiting before we test for moisture again, current moisture: 229.0, DRY: 600
21:06 - waiting before we test for moisture again, current moisture: 231.0, DRY: 600
21:07 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
21:08 - waiting before we test for moisture again, current moisture: 232.0, DRY: 600
21:09 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
21:10 - waiting before we test for moisture again, current moisture: 233.0, DRY: 600
21:11 - waiting before we test for moisture again, current moisture: 235.0, DRY: 600
21:12 - waiting before we test for moisture again, current moisture: 231.0, DRY: 600
21:13 - waiting before we test for moisture again, current moisture: 232.0, DRY: 600
21:14 - waiting before we test for moisture again, current moisture: 232.0, DRY: 600
21:15 - waiting before we test for moisture again, current moisture: 232.0, DRY: 600
21:16 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
21:17 - waiting before we test for moisture again, current moisture: 232.0, DRY: 600
21:18 - waiting before we test for moisture again, current moisture: 235.0, DRY: 600
21:19 - waiting before we test for moisture again, current moisture: 232.0, DRY: 600
21:20 - waiting before we test for moisture again, current moisture: 232.0, DRY: 600
21:21 - waiting before we test for moisture again, current moisture: 231.0, DRY: 600
21:22 - waiting before we test for moisture again, current moisture: 233.0, DRY: 600
21:23 - waiting before we test for moisture again, current moisture: 232.0, DRY: 600
21:24 - waiting before we test for moisture again, current moisture: 231.0, DRY: 600
21:25 - waiting before we test for moisture again, current moisture: 232.0, DRY: 600
21:26 - waiting before we test for moisture again, current moisture: 231.0, DRY: 600
21:27 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
21:28 - waiting before we test for moisture again, current moisture: 233.0, DRY: 600
21:29 - waiting before we test for moisture again, current moisture: 232.0, DRY: 600
21:30 - waiting before we test for moisture again, current moisture: 232.0, DRY: 600
21:31 - waiting before we test for moisture again, current moisture: 230.0, DRY: 600
21:32 - waiting before we test for moisture again, current moisture: 235.0, DRY: 600
21:33 - waiting before we test for moisture again, current moisture: 232.0, DRY: 600
21:34 - waiting before we test for moisture again, current moisture: 231.0, DRY: 600
21:35 - waiting before we test for moisture again, current moisture: 233.0, DRY: 600
21:36 - waiting before we test for moisture again, current moisture: 231.0, DRY: 600
21:37 - waiting before we test for moisture again, current moisture: 235.0, DRY: 600
21:38 - waiting before we test for moisture again, current moisture: 231.0, DRY: 600
21:39 - waiting before we test for moisture again, current moisture: 232.0, DRY: 600
21:40 - waiting before we test for moisture again, current moisture: 233.0, DRY: 600
21:41 - waiting before we test for moisture again, current moisture: 230.0, DRY: 600
21:42 - waiting before we test for moisture again, current moisture: 232.0, DRY: 600
21:43 - waiting before we test for moisture again, current moisture: 231.0, DRY: 600
21:44 - waiting before we test for moisture again, current moisture: 232.0, DRY: 600
21:45 - waiting before we test for moisture again, current moisture: 232.0, DRY: 600
21:46 - waiting before we test for moisture again, current moisture: 229.0, DRY: 600
21:47 - waiting before we test for moisture again, current moisture: 234.0, DRY: 600
21:48 - waiting before we test for moisture again, current moisture: 231.0, DRY: 600
21:49 - waiting before we test for moisture again, current moisture: 230.0, DRY: 600
21:50 - waiting before we test for moisture again, current moisture: 232.0, DRY: 600
21:51 - waiting before we test for moisture again, current moisture: 233.0, DRY: 600
21:52 - waiting before we test for moisture again, current moisture: 233.0, DRY: 600
21:53 - waiting before we test for moisture again, current moisture: 232.0, DRY: 600
21:54 - waiting before we test for moisture again, current moisture: 233.0, DRY: 600
21:55 - waiting before we test for moisture again, current moisture: 235.0, DRY: 600
21:56 - waiting before we test for moisture again, current moisture: 232.0, DRY: 600
21:57 - waiting before we test for moisture again, current moisture: 231.0, DRY: 600
21:58 - waiting before we test for moisture again, current moisture: 232.0, DRY: 600
21:59 - waiting before we test for moisture again, current moisture: 235.0, DRY: 600
22:00 - waiting before we test for moisture again, current moisture: 232.0, DRY: 600
